user,login_count,pcs_used,avg_login_hour,anomaly,anomaly_score,risk_score,risk_level
ABD3426,942,32,10.125265392781316,1,0.018680799523213665,98.13192004767863,HIGH
ABE2352,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ABG2353,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ABG3605,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ABH0349,692,57,10.057803468208093,1,0.101708235637756,89.8291764362244,HIGH
ABH1181,355,1,7.090140845070422,1,0.21638225038773462,78.36177496122654,MEDIUM
ABH2671,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ABJ0281,104,1,7.461538461538462,1,0.08127852841417055,91.87214715858293,HIGH
ABK0481,34,1,7.0,1,0.007193547723338023,99.2806452276662,HIGH
ABK3081,883,52,10.270668176670442,1,0.037053370811743314,96.29466291882567,HIGH
ABL0870,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ABM3203,463,27,6.116630669546436,-1,-0.024883950616957917,102.4883950616958,HIGH
ABM3641,677,68,7.766617429837519,-1,-0.005583472589005045,100.5583472589005,HIGH
ABM3687,464,74,10.54094827586207,1,0.015007964595461942,98.4992035404538,HIGH
ABM3772,703,1,10.038406827880513,1,0.12231133068024674,87.76886693197532,HIGH
ABM3776,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ABO1173,712,1,9.351123595505618,1,0.12696112913070423,87.30388708692958,HIGH
ABP2003,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ABP2917,745,1,9.511409395973155,1,0.10858574250060599,89.1414257499394,HIGH
ABR0397,751,94,9.197070572569906,1,0.07933798834553135,92.06620116544686,HIGH
ABS0677,649,17,9.568567026194144,1,0.1351546286052691,86.48453713947308,HIGH
ABW0501,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ACA0360,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ACA3252,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ACB0701,720,1,9.141666666666667,1,0.12017179344420698,87.9828206555793,HIGH
ACB3123,742,72,8.700808625336927,1,0.053023186790262855,94.69768132097371,HIGH
ACC2773,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ACF1806,207,1,8.91304347826087,1,0.07844016709275425,92.15598329072458,HIGH
ACG0312,483,110,8.869565217391305,1,0.006758703513559006,99.3241296486441,HIGH
ACG3819,811,21,10.04315659679408,1,0.06779699804872474,93.22030019512752,HIGH
ACH0008,356,1,7.550561797752809,1,0.23811081413126334,76.18891858687367,MEDIUM
ACH1405,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ACH1910,893,68,11.078387458006718,-1,-0.04335532660162189,104.33553266016217,HIGH
ACH2102,356,1,8.02247191011236,1,0.23102624128114524,76.89737587188547,MEDIUM
ACJ0014,356,1,7.098314606741573,1,0.22801917965091922,77.19808203490808,MEDIUM
ACL2943,644,1,10.523291925465838,1,0.1040183668950701,89.59816331049299,HIGH
ACM0100,631,1,9.952456418383518,1,0.1574378410552102,84.25621589447898,HIGH
ACM2278,316,1,8.996835443037975,1,0.12988089139945425,87.01191086005457,HIGH
ACM3964,643,1,9.136858475894243,1,0.16004350870569006,83.99564912943099,HIGH
ACN2347,757,97,10.414795244385733,1,0.07108694698694917,92.89130530130508,HIGH
ACP2122,703,17,9.27027027027027,1,0.1099297540987696,89.00702459012304,HIGH
ACR0331,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ACR0748,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ACS0128,485,16,9.101030927835051,1,0.11060770650110396,88.9392293498896,HIGH
ACS1921,460,94,7.997826086956522,1,0.002608158308025743,99.73918416919743,HIGH
ACV1946,761,85,9.517739816031538,1,0.1015923794010894,89.84076205989106,HIGH
ACW0426,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ACW0464,1418,915,11.057827926657264,-1,-0.15255764345600964,115.25576434560097,HIGH
ACW1707,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ADB0350,356,1,7.008426966292135,1,0.23310934725052962,76.68906527494703,MEDIUM
ADB1105,307,44,7.657980456026059,1,0.01620671694598641,98.37932830540136,HIGH
ADB3853,356,1,7.519662921348314,1,0.23887607582343323,76.11239241765668,MEDIUM
ADC1469,356,1,7.008426966292135,1,0.23310934725052962,76.68906527494703,MEDIUM
ADG1430,630,1,9.9,1,0.15393961894255026,84.60603810574497,HIGH
ADG1737,506,73,8.318181818181818,1,0.04225613774951653,95.77438622504835,HIGH
ADH0975,474,109,8.30379746835443,-1,-0.008980837774548944,100.8980837774549,HIGH
ADM0158,372,17,7.64247311827957,1,0.1000332693210017,89.99667306789982,HIGH
ADM0765,356,1,8.544943820224718,1,0.18594013739558402,81.4059862604416,HIGH
ADM0923,746,84,9.800268096514746,1,0.1017759274193703,89.82240725806297,HIGH
ADM1894,727,83,9.405777166437414,1,0.10480464392163857,89.51953560783615,HIGH
ADM2762,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ADP1625,490,73,8.259183673469387,1,0.04274774234743184,95.72522576525682,HIGH
ADP3667,535,30,7.822429906542056,1,0.03600748897760242,96.39925110223976,HIGH
ADR1517,631,1,9.240887480190176,1,0.1601299299599097,83.98700700400903,HIGH
ADS0763,356,1,8.53370786516854,1,0.1865223038313879,81.34776961686121,HIGH
ADS2428,1409,923,10.596167494677076,-1,-0.13201831828184307,113.20183182818431,HIGH
ADS2950,511,34,10.647749510763209,1,0.030262860792142354,96.97371392078577,HIGH
ADV1640,41,1,7.634146341463414,1,0.041244502289349505,95.87554977106505,HIGH
ADV2467,356,1,9.0,1,0.1680023067579502,83.199769324205,HIGH
ADW2832,356,1,6.508426966292135,1,0.1456241120458936,85.43758879541063,HIGH
AEB1458,356,1,8.52808988764045,1,0.1885119819082045,81.14880180917955,HIGH
AEB3249,637,1,9.054945054945057,1,0.16366258662007316,83.63374133799269,HIGH
AEB3574,724,84,9.203038674033149,1,0.084619705840288,91.5380294159712,HIGH
AED1421,453,52,8.852097130242825,1,0.07231859703618404,92.7681402963816,HIGH
AEF2019,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AEG1121,312,1,7.519230769230769,1,0.17884159736076705,82.11584026392329,HIGH
AEH0187,575,1,9.619130434782608,1,0.13862514254837793,86.1374857451622,HIGH
AEH2020,639,1,9.007824726134585,1,0.15133761609043422,84.86623839095657,HIGH
AEK3566,480,108,8.01875,-1,-0.024871187285755103,102.4871187285755,HIGH
AEM0554,1065,81,10.258215962441314,-1,-0.023081234583518073,102.3081234583518,HIGH
AEP1930,638,1,9.144200626959249,1,0.16353458621398503,83.6465413786015,HIGH
AEW1442,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AFB0904,738,95,10.22222222222222,1,0.09242878645243424,90.75712135475658,HIGH
AFB1626,356,1,7.542134831460674,1,0.23873000494167523,76.12699950583249,MEDIUM
AFB3228,720,1,8.9125,1,0.10745789494806213,89.25421050519378,HIGH
AFF1492,382,27,7.267015706806283,1,0.05248111091687602,94.7518889083124,HIGH
AFH1757,356,1,7.508426966292135,1,0.23730878241838854,76.26912175816113,MEDIUM
AFK3800,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AFP2247,356,1,7.553370786516854,1,0.23811081413126334,76.18891858687367,MEDIUM
AFP2709,890,1,8.975280898876404,1,0.036551738868452865,96.34482611315471,HIGH
AGB0057,668,29,9.04191616766467,1,0.10295999685535939,89.70400031446405,HIGH
AGB3303,356,1,7.553370786516854,1,0.23811081413126334,76.18891858687367,MEDIUM
AGC0445,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AGE1244,356,1,7.567415730337078,1,0.2360444687917687,76.39555312082314,MEDIUM
AGF0742,756,36,9.22222222222222,1,0.08690351647664807,91.30964835233519,HIGH
AGF1810,548,1,9.987226277372264,1,0.11959102189129173,88.04089781087083,HIGH
AGF2302,314,1,7.54140127388535,1,0.1865609125076575,81.34390874923425,HIGH
AGG3958,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AGL1301,628,1,9.496815286624203,1,0.16656112893268232,83.34388710673177,HIGH
AGL3519,639,1,9.525821596244132,1,0.1650238318964532,83.49761681035469,HIGH
AGM0133,356,1,9.0,1,0.1680023067579502,83.199769324205,HIGH
AGM3372,356,1,7.547752808988764,1,0.23873000494167523,76.12699950583249,MEDIUM
AGM3504,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AGS0063,355,1,9.0,1,0.16467052080081912,83.53294791991809,HIGH
AGS2462,356,1,9.0,1,0.1680023067579502,83.199769324205,HIGH
AGW1590,800,106,9.45125,1,0.07659921073169668,92.34007892683034,HIGH
AHB0648,665,32,9.589473684210526,1,0.11783122667000384,88.21687733299962,HIGH
AHC0232,356,1,8.061797752808989,1,0.2257599062560946,77.42400937439054,MEDIUM
AHC1994,779,61,9.518613607188705,1,0.09735913167516486,90.26408683248351,HIGH
AHC3277,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AHD2457,356,1,7.047752808988764,1,0.22983074585724822,77.01692541427518,MEDIUM
AHG1408,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AHG3997,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AHH0495,628,1,9.878980891719744,1,0.15304875632081505,84.6951243679185,HIGH
AHH1966,355,1,8.0,1,0.23044746192669618,76.95525380733038,MEDIUM
AHK1988,356,1,7.112359550561798,1,0.2244278970448665,77.55721029551334,MEDIUM
AHM0959,481,111,8.98960498960499,1,0.006810561396594084,99.3189438603406,HIGH
AHP0154,356,1,7.525280898876405,1,0.23920792703217492,76.0792072967825,MEDIUM
AHS2348,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AIA2005,229,1,7.0,1,0.10859924507084612,89.14007549291539,HIGH
AIB0553,640,1,10.0609375,1,0.15232510483522144,84.76748951647785,HIGH
AIB1567,356,1,7.48876404494382,1,0.23631377693954653,76.36862230604535,MEDIUM
AIB3416,753,105,10.292164674634794,1,0.08201274274247289,91.79872572575272,HIGH
AIC1071,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AID2774,451,83,8.545454545454545,1,0.03907521102610745,96.09247889738926,HIGH
AIF1202,356,1,8.002808988764045,1,0.23519507583635496,76.4804924163645,MEDIUM
AIH2535,650,21,9.663076923076924,1,0.1261779564305172,87.38220435694828,HIGH
AIJ0383,637,1,9.524332810047095,1,0.16670658503010238,83.32934149698976,HIGH
AIJ3995,460,72,8.769565217391305,1,0.06068258394926562,93.93174160507344,HIGH
AIL2511,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AIP1614,792,72,9.909090909090908,1,0.09655632810649495,90.3443671893505,HIGH
AIS1082,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AIT1264,356,1,7.550561797752809,1,0.23811081413126334,76.18891858687367,MEDIUM
AIV3936,639,1,9.577464788732394,1,0.1667473218994302,83.32526781005699,HIGH
AIY3991,633,1,9.954186413902054,1,0.15816176525953551,84.18382347404645,HIGH
AJB1380,749,95,9.48731642189586,1,0.0997139423725083,90.02860576274917,HIGH
AJC0722,356,1,6.530898876404494,1,0.15213332640011468,84.78666735998853,HIGH
AJC3010,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AJG0240,476,23,9.436974789915968,1,0.10413532129176672,89.58646787082333,HIGH
AJH0279,356,1,7.5,1,0.23771556849268038,76.22844315073196,MEDIUM
AJH2110,726,90,10.30853994490358,1,0.08967145047159653,91.03285495284035,HIGH
AJH3517,356,1,7.550561797752809,1,0.23811081413126334,76.18891858687367,MEDIUM
AJK0611,356,1,7.556179775280899,1,0.23718576904294997,76.28142309570501,MEDIUM
AJM0243,356,1,8.564606741573034,1,0.18522511410753006,81.47748858924699,HIGH
AJM0345,642,3,9.904984423676012,1,0.14091704099801938,85.90829590019806,HIGH
AJM2385,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AJN1275,712,1,9.633426966292134,1,0.12675130300404835,87.32486969959517,HIGH
AJO2788,356,1,7.570224719101123,1,0.2358143589539663,76.41856410460338,MEDIUM
AJP1199,662,26,10.161631419939576,1,0.11133528004351773,88.86647199564823,HIGH
AJQ0809,643,1,9.19751166407465,1,0.15634378122531722,84.36562187746827,HIGH
AJS0616,356,1,7.553370786516854,1,0.23811081413126334,76.18891858687367,MEDIUM
AJS3021,957,117,9.692789968652038,-1,-0.013592926027726993,101.3592926027727,HIGH
AJS3899,356,1,8.025280898876405,1,0.23102624128114524,76.89737587188547,MEDIUM
AJV0176,299,1,7.545150501672241,1,0.16474975768192301,83.52502423180769,HIGH
AJW1246,356,1,7.522471910112359,1,0.23887607582343323,76.11239241765668,MEDIUM
AKB2312,521,19,7.656429942418426,1,0.0474484989360584,95.25515010639415,HIGH
AKB3530,106,1,8.773584905660377,1,0.04110962668151985,95.88903733184802,HIGH
AKC1929,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AKC3739,356,1,6.522471910112359,1,0.14985295016161482,85.01470498383851,HIGH
AKD0272,740,81,9.391891891891891,1,0.10649265702678556,89.35073429732144,HIGH
AKG2702,650,21,10.106153846153846,1,0.11911939470404576,88.08806052959542,HIGH
AKH0454,870,14,9.960919540229884,1,0.04756402282557204,95.2435977174428,HIGH
AKH1534,420,59,8.652380952380952,1,0.057890009907618833,94.21099900923812,HIGH
AKI3229,356,1,7.002808988764045,1,0.2332958813923256,76.67041186076744,MEDIUM
AKK2125,436,23,7.098623853211009,1,0.056955526147753344,94.30444738522466,HIGH
AKL1305,820,112,9.975609756097562,1,0.04765042735005287,95.23495726499472,HIGH
AKL1605,637,4,9.210361067503923,1,0.13928324054984992,86.07167594501502,HIGH
AKP3573,246,1,7.0,1,0.11703185825972628,88.29681417402738,HIGH
AKS0298,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AKS3496,115,6,10.365217391304348,-1,-0.028773146870564648,102.87731468705647,HIGH
AKS3705,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AKW1679,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ALB1254,301,1,7.0,1,0.1384200159572122,86.15799840427879,HIGH
ALB2395,356,1,7.042134831460674,1,0.22983074585724822,77.01692541427518,MEDIUM
ALB3649,809,104,9.559950556242274,1,0.07630436992218254,92.36956300778174,HIGH
ALC1060,1426,933,10.724403927068725,-1,-0.13358383397978701,113.3583833979787,HIGH
ALD3508,356,1,7.544943820224719,1,0.23873000494167523,76.12699950583249,MEDIUM
ALH1494,356,1,7.056179775280899,1,0.22983074585724822,77.01692541427518,MEDIUM
ALH1872,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ALH2916,356,1,7.50561797752809,1,0.23730878241838854,76.26912175816113,MEDIUM
ALL0289,422,62,8.793838862559241,1,0.05592242141254111,94.4077578587459,HIGH
ALN2046,356,1,7.525280898876405,1,0.23920792703217492,76.0792072967825,MEDIUM
ALP2955,356,1,8.52808988764045,1,0.1885119819082045,81.14880180917955,HIGH
ALS2596,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ALS2669,356,1,7.089887640449438,1,0.22586774115718555,77.41322588428145,MEDIUM
ALS3440,689,1,10.143686502177069,1,0.12040424545236228,87.95957545476377,HIGH
ALT1354,356,1,7.578651685393258,1,0.23675270775024665,76.32472922497533,MEDIUM
AMA2808,889,1,9.382452193475816,1,0.04914929846248073,95.08507015375193,HIGH
AMB3100,935,118,9.02139037433155,-1,-0.03770500735379645,103.77050073537966,HIGH
AMB3208,356,1,6.02808988764045,1,0.07741218402491556,92.25878159750845,HIGH
AMD2728,356,1,6.536516853932584,1,0.15160192918304444,84.83980708169557,HIGH
AME0732,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AME1361,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AME1490,607,17,9.530477759472817,1,0.12301181762515884,87.6988182374841,HIGH
AMH1481,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AMH3562,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AMJ2374,637,1,8.918367346938776,1,0.14975488512393675,85.02451148760632,HIGH
AMJ3174,191,1,8.0,1,0.1268175873336968,87.31824126663032,HIGH
AMM0734,355,1,7.0,1,0.2185637006207965,78.14362993792034,MEDIUM
AMM3906,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AMN0911,735,88,9.963265306122448,1,0.10734535810421836,89.26546418957817,HIGH
AMO0582,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
AMR0197,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AMS0630,356,1,7.207865168539326,1,0.22246108099458334,77.75389190054167,MEDIUM
AMS0712,759,108,9.411067193675889,1,0.08894579236782335,91.10542076321767,HIGH
ANB0938,642,1,8.917445482866043,1,0.14645760410780284,85.35423958921972,HIGH
ANB2766,652,18,9.016871165644172,1,0.1098650979822518,89.01349020177483,HIGH
ANC1319,639,1,9.604068857589985,1,0.1627467800170015,83.72532199829985,HIGH
ANC1834,356,1,7.50561797752809,1,0.23730878241838854,76.26912175816113,MEDIUM
ANC1950,466,1,7.160944206008583,1,0.14691390041084795,85.3086099589152,HIGH
ANF3332,702,6,9.173789173789174,1,0.1075984780422723,89.24015219577277,HIGH
ANH2482,356,1,9.0,1,0.1680023067579502,83.199769324205,HIGH
ANH3059,356,1,7.036516853932584,1,0.23062968849348559,76.93703115065145,MEDIUM
ANK0777,356,1,7.542134831460674,1,0.23873000494167523,76.12699950583249,MEDIUM
ANL3024,762,72,9.769028871391075,1,0.10149004021838809,89.8509959781612,HIGH
ANM0564,650,25,9.527692307692307,1,0.12960047474947556,87.03995252505244,HIGH
ANO2653,734,93,9.874659400544958,1,0.09354616109907465,90.64538389009253,HIGH
AOC0982,621,1,9.069243156199676,1,0.15918660110310956,84.08133988968905,HIGH
AOD2178,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AOM1457,655,22,10.549618320610689,1,0.08618604026767235,91.38139597323276,HIGH
AOP1542,356,1,8.01123595505618,1,0.23157602910499903,76.8423970895001,MEDIUM
APA1788,812,87,9.554187192118226,1,0.08392690338340364,91.60730966165964,HIGH
APB1122,632,1,9.504746835443038,1,0.1665276111510965,83.34723888489034,HIGH
APB3823,494,1,8.0,1,0.14884168909350642,85.11583109064935,HIGH
APC3043,1374,886,10.841339155749637,-1,-0.13656743746200573,113.65674374620056,HIGH
APD0381,356,1,7.51685393258427,1,0.23887607582343323,76.11239241765668,MEDIUM
APH2985,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
APM0190,630,1,8.995238095238095,1,0.15480986073969188,84.51901392603081,HIGH
APP1054,950,657,11.256842105263155,-1,-0.14554793648012032,114.55479364801202,HIGH
APP1996,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
APP2488,422,63,9.56872037914692,1,0.06133364311529255,93.86663568847075,HIGH
APP3678,715,79,9.864335664335664,1,0.10131541479884476,89.86845852011552,HIGH
APS1968,375,1,8.018666666666666,1,0.20912447990819583,79.08755200918041,MEDIUM
APS3553,356,1,8.002808988764045,1,0.23519507583635496,76.4804924163645,MEDIUM
APS3701,356,1,8.00561797752809,1,0.23422143147121466,76.57785685287854,MEDIUM
ARB0208,477,105,9.067085953878406,1,0.0271325141138391,97.28674858861609,HIGH
ARB2515,356,1,7.519662921348314,1,0.23887607582343323,76.11239241765668,MEDIUM
ARB3934,356,1,7.5,1,0.23771556849268038,76.22844315073196,MEDIUM
ARC1223,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ARC1725,672,29,10.147321428571429,1,0.10542256167678271,89.45774383232173,HIGH
ARC2809,642,11,9.1791277258567,1,0.12892233799781927,87.10776620021807,HIGH
ARC3034,653,23,9.597243491577336,1,0.12911826217264405,87.0881737827356,HIGH
ARF0575,356,1,7.536516853932584,1,0.23888854504854146,76.11114549514586,MEDIUM
ARG0441,632,1,9.014240506329116,1,0.15368507981711443,84.63149201828855,HIGH
ARG3554,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ARH1610,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ARH2097,676,42,10.211538461538462,1,0.0925006287585286,90.74993712414714,HIGH
ARH2262,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ARJ0912,356,1,7.51685393258427,1,0.23887607582343323,76.11239241765668,MEDIUM
ARK3198,783,12,9.061302681992338,1,0.07382922112977608,92.61707788702239,HIGH
ARL2672,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ARM0076,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ARM0771,356,1,7.536516853932584,1,0.23888854504854146,76.11114549514586,MEDIUM
ARP1144,638,1,9.518808777429468,1,0.16616613939665453,83.38338606033456,HIGH
ARS3506,356,1,7.536516853932584,1,0.23888854504854146,76.11114549514586,MEDIUM
ARV0704,634,1,8.97160883280757,1,0.15203758000385065,84.79624199961494,HIGH
ARW0818,506,26,7.606719367588933,1,0.040821625859553956,95.9178374140446,HIGH
ARW1507,356,1,7.165730337078652,1,0.21882058262517418,78.11794173748258,MEDIUM
ARZ3464,724,24,10.060773480662984,1,0.11030521382733549,88.96947861726645,HIGH
ASC0177,736,81,9.798913043478262,1,0.10418164687310877,89.58183531268912,HIGH
ASD0993,356,1,7.502808988764045,1,0.23771556849268038,76.22844315073196,MEDIUM
ASD3348,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ASF1136,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ASG0072,628,1,9.022292993630574,1,0.15497278457723024,84.50272154227699,HIGH
ASH0142,356,1,7.542134831460674,1,0.23873000494167523,76.12699950583249,MEDIUM
ASH1710,356,1,7.561797752808989,1,0.2360444687917687,76.39555312082314,MEDIUM
ASK0599,356,1,7.547752808988764,1,0.23873000494167523,76.12699950583249,MEDIUM
ASK2349,355,1,8.067605633802817,1,0.22189711832400427,77.81028816759957,MEDIUM
ASM3771,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ASM3925,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ASP2895,356,1,8.196629213483146,1,0.21329607729097638,78.67039227090235,MEDIUM
ASS0120,380,24,7.860526315789474,1,0.09468910897964689,90.53108910203531,HIGH
ASS0280,642,1,9.61214953271028,1,0.16104172246642018,83.89582775335798,HIGH
ASS2760,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ASW1918,752,55,9.690159574468083,1,0.09951251639040837,90.04874836095917,HIGH
ATB1273,635,1,9.532283464566929,1,0.16604001795077705,83.3959982049223,HIGH
ATC0218,356,1,6.525280898876405,1,0.15014120064143122,84.98587993585687,HIGH
ATC1587,356,1,7.02808988764045,1,0.23114948928027074,76.88505107197292,MEDIUM
ATD0146,405,49,8.034567901234569,1,0.05203031004139391,94.79696899586061,HIGH
ATF3708,86,1,8.0,1,0.0754129833143069,92.4587016685693,HIGH
ATF3951,356,1,7.567415730337078,1,0.2360444687917687,76.39555312082314,MEDIUM
ATH0225,793,58,9.0327868852459,1,0.056362052635137494,94.36379473648626,HIGH
ATH0720,356,1,6.525280898876405,1,0.15014120064143122,84.98587993585687,HIGH
ATM1003,356,1,7.51685393258427,1,0.23887607582343323,76.11239241765668,MEDIUM
ATM1615,806,42,9.6848635235732,1,0.07617506264107898,92.3824937358921,HIGH
ATP2680,333,1,8.684684684684685,1,0.15317779101914747,84.68222089808526,HIGH
ATR1677,462,76,7.844155844155843,1,0.027630486537160825,97.23695134628392,HIGH
ATR2560,356,1,8.0,1,0.23519507583635496,76.4804924163645,MEDIUM
ATR3231,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
ATT0293,416,21,7.341346153846154,1,0.07428066836547975,92.57193316345203,HIGH
ATT1191,487,1,8.0,1,0.1505234393802204,84.94765606197797,HIGH
AUA0826,356,1,7.519662921348314,1,0.23887607582343323,76.11239241765668,MEDIUM
AUG2242,356,1,7.525280898876405,1,0.23920792703217492,76.0792072967825,MEDIUM
AUI2464,356,1,9.0,1,0.1680023067579502,83.199769324205,HIGH
AUR1359,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AVC2328,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AVH0566,427,1,8.135831381733022,1,0.18109351934503426,81.89064806549658,HIGH
AVH2360,356,1,8.053370786516854,1,0.22826885210476539,77.17311478952347,MEDIUM
AVH3584,356,1,7.0,1,0.23439520512122386,76.56047948787761,MEDIUM
AVP3044,1399,917,10.72337383845604,-1,-0.13144014320504538,113.14401432050454,HIGH
AVS2317,656,14,8.986280487804878,1,0.10554172110794868,89.44582788920513,HIGH
AVT0526,344,1,8.0,1,0.21213684129156607,78.7863158708434,MEDIUM
AVV2056,356,1,7.536516853932584,1,0.23888854504854146,76.11114549514586,MEDIUM
AWB2282,636,1,9.02987421383648,1,0.15929460669233608,84.0705393307664,HIGH
AWH2466,242,1,9.0,1,0.08635379933996257,91.36462006600374,HIGH
AWM2286,648,17,9.530864197530864,1,0.13373051929753182,86.62694807024683,HIGH
