user,login_count,pcs_used,avg_login_hour,anomaly
ATC1587,356,1,7.02808988764045,1
ATD0146,405,49,8.034567901234569,1
ATF3708,86,1,8.0,1
ATF3951,356,1,7.567415730337078,1
ATH0225,793,58,9.0327868852459,1
ATH0720,356,1,6.525280898876405,1
ATM1003,356,1,7.51685393258427,1
ATM1615,806,42,9.6848635235732,1
ATP2680,333,1,8.684684684684685,1
ATR1677,462,76,7.844155844155843,1
ATR2560,356,1,8.0,1
ATR3231,356,1,7.0,1
ATT0293,416,21,7.341346153846154,1
ATT1191,487,1,8.0,1
AUA0826,356,1,7.519662921348314,1
AUG2242,356,1,7.525280898876405,1
AUI2464,356,1,9.0,1
AUR1359,356,1,7.0,1
AVC2328,356,1,7.0,1
AVH0566,427,1,8.135831381733022,1
AVH2360,356,1,8.053370786516854,1
AVH3584,356,1,7.0,1
AVP3044,1399,917,10.72337383845604,-1
AVS2317,656,14,8.986280487804878,1
AVT0526,344,1,8.0,1
AVV2056,356,1,7.536516853932584,1
AWB2282,636,1,9.02987421383648,1
AWH2466,242,1,9.0,1
AWM2286,648,17,9.530864197530864,1
AWV0836,198,1,7.55050505050505,1
AWW0254,318,1,7.518867924528302,1
AXL0479,301,1,7.0,1
AXW3243,773,1,9.014230271668822,1
AYA3962,356,1,7.019662921348314,1
AYD2775,915,8,9.565027322404372,1
AYL1635,356,1,7.522471910112359,1
AYP3586,635,1,9.149606299212598,1
AYS0110,356,1,8.002808988764045,1
AYS1628,681,53,9.649045521292216,1
AZA1012,627,1,9.068580542264751,1
AZB1225,356,1,8.0,1
AZG2343,588,28,10.154761904761903,1
AZK0622,635,1,9.16535433070866,1
BAA2451,356,1,7.0,1
BAB0518,356,1,7.536516853932584,1
BAB0541,748,101,10.359625668449198,1
BAB1619,773,110,9.839586028460545,1
BAB2968,356,1,8.0,1
BAC2914,271,1,7.5055350553505535,1
BAC3730,356,1,6.542134831460674,1
BAG2641,818,99,10.122249388753056,1
BAH1259,429,1,7.491841491841492,1
BAH3684,356,1,8.0,1
BAL2366,764,113,10.405759162303664,1
BAL3618,630,1,9.104761904761904,1
BAO2928,480,17,9.720833333333331,1
BAR3420,682,78,10.243401759530792,1
BAT3066,765,107,9.392156862745098,1
BAV0390,320,1,7.0,1
BAW0780,768,1,9.595052083333334,1
BAW1019,356,1,8.0,1
BBA1230,697,80,10.106169296987089,1
BBB3612,356,1,7.042134831460674,1
BBC3733,356,1,6.544943820224719,1
BBF2388,356,1,7.53932584269663,1
BBH1056,1430,944,11.144755244755244,-1
BBH2509,629,1,8.890302066772655,1
BBH3587,484,112,8.613636363636363,-1
BBH3779,356,1,8.0,1
BBM1701,356,1,7.0,1
BBM2604,624,1,9.493589743589745,1
BBM3688,356,1,8.0,1
BBP1093,356,1,8.0,1
BBT0062,418,14,9.246411483253588,1
BBT1948,413,1,6.743341404358354,1
BBV3875,356,1,7.0,1
BBW0594,676,12,9.696745562130175,1
BCB0294,356,1,7.185393258426966,1
BCB0521,441,63,8.555555555555555,1
BCB0909,634,1,9.563091482649842,1
BCB2072,630,1,10.034920634920637,1
BCB2676,356,1,7.047752808988764,1
BCC0456,356,1,8.0,1
BCC2536,234,32,10.094017094017094,-1
BCG1029,356,1,8.0,1
BCH1138,356,1,8.0,1
BCH1656,356,1,6.0,1
BCH3651,356,1,7.0,1
BCL2082,356,1,7.542134831460674,1
BCM3794,488,1,8.026639344262295,1
BCO0877,356,1,8.0,1
BCO2338,356,1,7.0,1
BCS1604,719,42,9.382475660639775,1
BCS2912,632,1,9.48259493670886,1
BCW3480,356,1,7.0,1
BCZ1345,305,1,7.544262295081967,1
BDA1906,69,1,9.0,1
BDB2163,751,1,9.532623169107856,1
BDH0472,356,1,9.0,1
BDJ3001,663,26,8.277526395173455,1
BDJ3326,626,1,9.091054313099042,1
BDK0854,356,1,8.0,1
BDL1065,356,1,8.0,1
BDM3662,628,1,9.503184713375797,1
BDP0031,762,101,9.673228346456693,1
BDP3912,356,1,7.0,1
BDR0510,957,94,9.954022988505749,1
BDU0497,356,1,8.0,1
BDV2474,632,1,11.004746835443038,1
BDW1459,356,1,8.51123595505618,1
BEA0311,356,1,8.0,1
BEB1022,356,1,7.525280898876405,1
BEG3521,745,96,9.163758389261744,1
BEH0103,884,37,10.5079185520362,1
BEH2307,657,18,9.624048706240488,1
BEH2967,621,1,9.893719806763285,1
BEW1426,356,1,8.002808988764045,1
BFD1111,356,1,7.553370786516854,1
BFR3250,758,107,9.5910290237467,1
BGA0892,355,1,8.0,1
BGA2301,637,1,9.540031397174255,1
BGB3045,1448,931,10.143646408839778,-1
BGH2610,238,1,7.504201680672269,1
BGH2861,356,1,7.491573033707865,1
BGK0603,356,1,7.52808988764045,1
BGM1226,386,31,8.411917098445596,1
BGM2545,635,1,9.511811023622048,1
BGN3820,637,1,9.952904238618524,1
BGR1991,356,1,7.0,1
BGS0751,356,1,7.03932584269663,1
BGW1739,368,13,8.130434782608695,1
BHB2598,142,1,8.0,1
BHC0492,356,1,8.0,1
BHC2049,356,1,7.52808988764045,1
BHC2344,356,1,8.0,1
BHD0598,635,1,9.521259842519685,1
BHD2088,726,36,10.139118457300276,1
BHE1709,765,102,10.572549019607845,1
BHG0258,273,1,8.0,1
BHG3238,356,1,7.0,1
BHK2196,356,1,7.0,1
BHM0430,356,1,7.525280898876405,1
BHN2290,356,1,7.550561797752809,1
BHS1917,356,1,9.0,1
BHW2476,356,1,9.0,1
BIG3946,350,1,7.571428571428571,1
BIT2790,635,1,9.56220472440945,1
BJA1137,356,1,8.0,1
BJC0366,637,1,9.145996860282574,1
BJC3423,630,1,9.893650793650794,1
BJE0351,500,1,9.076,1
BJF0511,354,1,7.988700564971752,1
BJG0662,356,1,7.556179775280899,1
BJH3294,356,1,8.0,1
BJH3402,356,1,8.51685393258427,1
BJM2491,356,1,8.0,1
BJM3236,220,1,7.0,1
BJP0186,356,1,7.53932584269663,1
BJR0774,356,1,7.558988764044944,1
BJR0940,356,1,7.0,1
BJS0053,356,1,8.0,1
BJS0744,221,1,7.0,1
BJV2631,654,24,9.591743119266056,1
BJW2134,356,1,7.01123595505618,1
BJW3558,356,1,7.0,1
BKA0175,356,1,7.542134831460674,1
BKB0853,639,1,9.924882629107982,1
BKC2698,648,15,10.074074074074074,1
BKC3473,356,1,7.536516853932584,1
BKF0427,634,1,9.102523659305994,1
BKF1545,947,72,10.090813093980993,1
BKF2204,657,24,8.691019786910198,1
BKM1155,625,1,10.176,1
BKM2643,355,1,7.554929577464788,1
BKM3410,356,1,8.514044943820224,1
BKM3611,708,69,9.322033898305085,1
BKR3146,356,1,7.561797752808989,1
BKR3302,226,1,7.5265486725663715,1
BKS1860,356,1,7.0,1
BKS2069,356,1,8.0,1
BKW1032,356,1,8.0,1
BLB1876,812,95,9.263546798029555,1
BLD2227,655,14,9.719083969465649,1
BLH3602,355,1,8.0,1
BLL3585,653,16,9.30781010719755,1
BLL3910,396,1,7.0,1
BLN0230,535,39,8.373831775700934,1
BLS1973,654,21,10.318042813455657,1
BLS3327,356,1,7.0,1
BLY1039,356,1,8.0,1
BMA1411,356,1,7.0,1
BMB0007,356,1,8.0,1
BMC3061,630,1,9.088888888888889,1
BMC3636,1105,97,9.447963800904978,-1
BMF2337,356,1,7.0,1
BMH0457,74,1,8.0,1
BMH1069,419,20,8.429594272076372,1
BMM0462,1685,910,10.992284866468845,-1
BMM3328,635,1,9.096062992125985,1
BMN0178,118,3,9.991525423728811,1
BMN3207,514,1,6.943579766536965,1
BMR1662,356,1,6.0,1
BMS0925,725,28,9.641379310344828,1
BMV1886,356,1,7.036516853932584,1
BNB3370,356,1,7.525280898876405,1
BNC1497,356,1,7.0,1
BNC3178,356,1,8.036516853932584,1
BNF1110,812,22,9.689655172413794,1
BNH2692,735,99,8.945578231292517,1
BNH3516,674,37,9.635014836795252,1
BNK0087,356,1,7.52808988764045,1
BNL1652,356,1,6.219101123595506,1
BNR2527,356,1,7.542134831460674,1
BNR3128,23,1,6.0,-1
BNS2384,356,1,8.0,1
BNS3233,380,25,7.373684210526315,1
BNS3594,356,1,8.014044943820224,1
BNT0663,356,1,7.556179775280899,1
BNW3985,761,107,10.248357424441524,1
BOH1751,356,1,7.502808988764045,1
BOJ2179,356,1,7.0,1
BON0968,356,1,7.207865168539326,1
BOR2387,570,75,9.628070175438596,1
BOV1609,416,1,7.0,1
BPD2437,1718,1147,10.651338766006983,-1
BPL3202,389,26,6.439588688946015,-1
BPM3694,705,19,10.329078014184397,1
BPN3051,1414,934,10.475247524752476,-1
BPR1678,190,1,8.873684210526315,1
BQK2024,751,104,9.515312916111853,1
BQV1308,638,1,9.521943573667713,1
BQW1904,356,1,9.0,1
BRB2143,356,1,7.0,1
BRC1811,710,1,10.095774647887325,1
BRC3949,356,1,7.544943820224719,1
BRD3314,356,1,7.544943820224719,1
BRG3113,355,1,7.0,1
BRG3267,433,1,8.711316397228638,1
BRH1107,356,1,7.0,1
BRH2866,74,1,7.418918918918919,1
BRJ2151,390,35,7.338461538461538,1
BRM0143,356,1,7.53932584269663,1
BRM0843,356,1,8.525280898876405,1
BRN3289,356,1,8.0,1
BRR2899,356,1,8.137640449438202,1
BRS0333,356,1,8.0,1
BRW0963,631,1,10.110935023771791,1
BRW3552,656,28,10.15091463414634,1
BSB3083,637,1,9.960753532182103,1
BSM2288,356,1,7.52808988764045,1
BSM2844,356,1,7.536516853932584,1
BSS2956,625,1,10.5424,1
BSS3551,356,1,8.0,1
BSV1499,644,1,9.201863354037268,1
BTB0489,356,1,8.0,1
BTG3468,356,1,8.01685393258427,1
BTR2026,356,1,7.0,1
BTV0644,356,1,7.502808988764045,1
BUS1727,766,108,10.391644908616188,1
BUS2399,728,91,8.93956043956044,1
BUW2717,356,1,7.0,1
BVB1673,34,3,6.264705882352941,-1
BVC0009,686,1,10.581632653061224,1
BVD3974,356,1,7.0,1
BVK1096,128,1,7.0,1
BWA2593,640,1,10.1515625,1
BWC2534,727,101,10.03713892709766,1
BWG3220,356,1,7.0,1
BWJ0136,443,1,9.0,1
BWK0172,356,1,7.0,1
BWM2339,696,57,9.16235632183908,1
BWW1159,642,1,10.190031152647975,1
BXG1340,717,77,9.765690376569038,1
BXG3763,356,1,7.485955056179775,1
BXK2091,630,1,10.015873015873016,1
BXN0660,356,1,7.522471910112359,1
BXR3536,356,1,7.0,1
BXT2678,677,42,9.316100443131464,1
BXW1804,176,1,8.926136363636363,1
BYC3970,356,1,7.132022471910112,1
BYF3784,715,77,10.31888111888112,1
BYL2133,356,1,7.0,1
BYS3626,693,1,9.131313131313131,1
BZB3532,431,1,7.0,1
BZC3956,432,1,9.541666666666666,1
BZH1158,621,1,10.091787439613526,1
BZS1344,356,1,7.51123595505618,1
CAB3121,356,1,6.0,1
CAC0147,356,1,7.52808988764045,1
CAC1777,1397,918,10.851825340014315,-1
CAC3741,356,1,7.547752808988764,1
CAF1331,356,1,7.544943820224719,1
CAF3929,640,1,9.5609375,1
CAG0502,356,1,7.0,1
CAG0888,747,68,10.092369477911646,1
CAG1644,356,1,6.089887640449438,1
CAG2236,490,1,9.56938775510204,1
CAG2442,1763,970,10.832104367555305,-1
CAG3049,1455,949,10.637113402061855,-1
CAG3622,356,1,7.0,1
CAH1839,425,6,8.414117647058823,1
CAM0679,637,1,9.047095761381476,1
CAM1323,679,1,9.637702503681885,1
CAM2468,356,1,9.0,1
CAM3050,1744,948,11.002293577981652,-1
CAO3117,356,1,7.098314606741573,1
CAP1971,356,1,8.0,1
CAP2149,356,1,7.0,1
CAP2283,629,1,9.57233704292528,1
CAR0928,639,1,8.90923317683881,1
CAR0992,709,59,9.166431593794076,1
CAR2244,483,50,7.734989648033126,1
CAR2748,356,1,7.089887640449438,1
CAR2900,356,1,8.179775280898877,1
CAS0391,356,1,7.008426966292135,1
CAS1017,356,1,7.0,1
CAS1702,356,1,7.0,1
CAS3022,356,1,7.550561797752809,1
CAV1868,631,1,9.019017432646592,1
CBA1023,496,26,6.25,-1
CBB2904,643,16,9.600311041990668,1
CBB3018,356,1,7.0,1
CBC0952,631,1,10.160063391442156,1
CBC3175,634,1,9.993690851735016,1
CBD0802,737,100,10.864314789687924,1
CBD3251,356,1,8.0,1
CBG1074,641,11,10.187207488299531,1
CBG1142,381,25,7.805774278215223,1
CBG2875,757,108,10.42668428005284,1
CBH0413,332,1,8.039156626506024,1
CBJ0683,256,1,7.0,1
CBJ2083,356,1,7.522471910112359,1
CBJ3719,356,1,6.525280898876405,1
CBL3631,750,104,9.568,1
CBM0060,356,1,7.0,1
CBM0410,682,14,10.27565982404692,1
CBM1814,356,1,8.03370786516854,1
CBM2858,710,68,9.72394366197183,1
CBR0121,666,28,9.66216216216216,1
CBR2229,356,1,7.561797752808989,1
CBS0951,223,1,8.511210762331839,1
CBW2427,1421,928,10.596059113300493,-1
CCB0547,642,1,10.037383177570094,1
CCB3055,1786,965,10.816349384098544,-1
CCB3173,356,1,8.019662921348315,1
CCB3943,356,1,7.544943820224719,1
CCC0491,633,1,9.932069510268562,1
CCD3168,191,1,8.0,1
CCE0745,356,1,7.089887640449438,1
CCF2298,356,1,7.51123595505618,1
CCF3529,755,105,9.378807947019869,1
CCG1025,657,20,10.593607305936072,1
CCG3254,356,1,8.0,1
CCH1508,356,1,7.098314606741573,1
CCH1724,356,1,7.533707865168539,1
CCH3489,356,1,7.553370786516854,1
CCL1770,1534,1014,10.683181225554106,-1
CCL3272,356,1,8.0,1
CCM2207,356,1,6.51685393258427,1
CCM3075,639,1,9.899843505477309,1
CCN2726,644,12,8.600931677018634,1
CCS3575,356,1,7.0,1
CCT0020,356,1,7.019662921348314,1
CCT2165,955,72,9.690052356020942,1
CCW2381,678,1,9.722713864306783,1
CCW3901,730,89,10.294520547945206,1
CDA2295,330,1,7.533333333333333,1
CDB2017,832,10,9.298076923076923,1
CDB2947,381,26,9.05511811023622,1
CDB3222,356,1,7.0,1
CDC3413,605,91,8.669421487603305,1
CDD0127,647,1,9.982998454404946,1
CDE1846,365,10,8.323287671232876,1
CDL0867,356,1,8.0,1
CDL2145,356,1,7.0,1
CDM0538,708,65,10.337570621468927,1
CDM1097,72,1,7.0,1
CDM2075,356,1,7.525280898876405,1
CDP0340,356,1,8.008426966292134,1
CDP2892,356,1,8.0,1
CDS1579,480,106,8.925,1
CDS2792,356,1,7.508426966292135,1
CDS3824,355,1,8.0,1
CDW0886,147,1,8.0,1
CDW0986,356,1,7.101123595505618,1
CDW2000,629,1,9.12241653418124,1
CDY3409,356,1,8.55056179775281,1
CEB3714,356,1,6.530898876404494,1
CEC1352,433,59,8.110854503464203,1
CED2356,252,1,8.0,1
CEM1852,356,1,8.0,1
CER0228,925,113,10.623783783783784,-1
CET3786,659,17,10.312594840667678,1
CFL0156,818,31,9.622249388753056,1
CFP3418,636,1,9.910377358490566,1
CFR1166,168,1,7.541666666666667,1
CFR1523,356,1,7.047752808988764,1
CFS1611,638,1,9.16771159874608,1
CGB2215,356,1,6.522471910112359,1
CGB3928,356,1,7.50561797752809,1
CGC1132,356,1,8.0,1
CGG2688,356,1,6.553370786516854,1
CGG3388,566,1,8.743816254416961,1
CGM0035,637,1,10.015698587127158,1
CGM2036,628,1,10.052547770700636,1
CGM3124,41,1,8.024390243902438,1
CGT3148,356,1,7.53932584269663,1
CGW0692,907,16,9.020948180815877,1
CGW3093,356,1,6.556179775280899,1
CHA3190,759,30,9.076416337285902,1
CHB0996,356,1,8.0,1
CHB1062,1466,955,10.326739427012278,-1
CHB3396,356,1,8.51123595505618,1
CHB3647,356,1,7.0,1
CHC0252,1029,68,9.778425655976676,-1
CHF1005,407,27,8.068796068796068,1
CHH2272,634,1,9.011041009463725,1
CHH3583,356,1,7.050561797752809,1
CHL2644,356,1,7.53932584269663,1
CHL3430,356,1,8.0,1
CHM1561,471,1,7.535031847133758,1
CHM2081,356,1,7.519662921348314,1
CHS2323,723,20,9.27109266943292,1
CHU3211,479,47,6.379958246346555,-1
CHV0509,356,1,7.0,1
CHW2893,356,1,8.01123595505618,1
CHY0083,356,1,7.0,1
CID3640,665,30,9.233082706766917,1
CID3774,356,1,8.008426966292134,1
CIG1277,356,1,7.536516853932584,1
CIG2684,356,1,6.536516853932584,1
CIG3191,390,35,7.084615384615384,1
CIG3459,356,1,8.0,1
