user,login_count,pcs_used,avg_login_hour
AEH0187,575,1,9.619130434782608
AEH2020,639,1,9.007824726134585
AEK3566,480,108,8.01875
AEM0554,1065,81,10.258215962441314
AEP1930,638,1,9.144200626959247
AEW1442,356,1,8.0
AFB0904,738,95,10.222222222222221
AFB1626,356,1,7.542134831460674
AFB3228,720,1,8.9125
AFF1492,382,27,7.267015706806283
AFH1757,356,1,7.508426966292135
AFK3800,356,1,8.0
AFP2247,356,1,7.553370786516854
AFP2709,890,1,8.975280898876404
AGB0057,668,29,9.04191616766467
AGB3303,356,1,7.553370786516854
AGC0445,356,1,7.0
AGE1244,356,1,7.567415730337078
AGF0742,756,36,9.222222222222221
AGF1810,548,1,9.987226277372264
AGF2302,314,1,7.54140127388535
AGG3958,356,1,7.0
AGL1301,628,1,9.496815286624203
AGL3519,639,1,9.525821596244132
AGM0133,356,1,9.0
AGM3372,356,1,7.547752808988764
AGM3504,356,1,8.0
AGS0063,355,1,9.0
AGS2462,356,1,9.0
AGW1590,800,106,9.45125
AHB0648,665,32,9.589473684210526
AHC0232,356,1,8.061797752808989
AHC1994,779,61,9.518613607188703
AHC3277,356,1,8.0
AHD2457,356,1,7.047752808988764
AHG1408,356,1,7.0
AHG3997,356,1,8.0
AHH0495,628,1,9.878980891719745
AHH1966,355,1,8.0
AHK1988,356,1,7.112359550561798
AHM0959,481,111,8.98960498960499
AHP0154,356,1,7.525280898876405
AHS2348,356,1,8.0
AIA2005,229,1,7.0
AIB0553,640,1,10.0609375
AIB1567,356,1,7.48876404494382
AIB3416,753,105,10.292164674634794
AIC1071,356,1,8.0
AID2774,451,83,8.545454545454545
AIF1202,356,1,8.002808988764045
AIH2535,650,21,9.663076923076924
AIJ0383,637,1,9.524332810047095
AIJ3995,460,72,8.769565217391305
AIL2511,356,1,7.0
AIP1614,792,72,9.909090909090908
AIS1082,356,1,8.0
AIT1264,356,1,7.550561797752809
AIV3936,639,1,9.577464788732394
AIY3991,633,1,9.954186413902054
AJB1380,749,95,9.48731642189586
AJC0722,356,1,6.530898876404494
AJC3010,356,1,8.0
AJG0240,476,23,9.436974789915967
AJH0279,356,1,7.5
AJH2110,726,90,10.30853994490358
AJH3517,356,1,7.550561797752809
AJK0611,356,1,7.556179775280899
AJM0243,356,1,8.564606741573034
AJM0345,642,3,9.904984423676012
AJM2385,356,1,8.0
AJN1275,712,1,9.633426966292134
AJO2788,356,1,7.570224719101123
AJP1199,662,26,10.161631419939576
AJQ0809,643,1,9.19751166407465
AJS0616,356,1,7.553370786516854
AJS3021,957,117,9.692789968652038
AJS3899,356,1,8.025280898876405
AJV0176,299,1,7.545150501672241
AJW1246,356,1,7.522471910112359
AKB2312,521,19,7.656429942418426
AKB3530,106,1,8.773584905660377
AKC1929,356,1,7.0
AKC3739,356,1,6.522471910112359
AKD0272,740,81,9.391891891891891
AKG2702,650,21,10.106153846153846
AKH0454,870,14,9.960919540229884
AKH1534,420,59,8.652380952380952
AKI3229,356,1,7.002808988764045
AKK2125,436,23,7.098623853211009
AKL1305,820,112,9.975609756097562
AKL1605,637,4,9.210361067503925
AKP3573,246,1,7.0
AKS0298,356,1,8.0
AKS3496,115,6,10.365217391304348
AKS3705,356,1,8.0
AKW1679,356,1,7.0
ALB1254,301,1,7.0
ALB2395,356,1,7.042134831460674
ALB3649,809,104,9.559950556242274
ALC1060,1426,933,10.724403927068725
ALD3508,356,1,7.544943820224719
ALH1494,356,1,7.056179775280899
ALH1872,356,1,7.0
ALH2916,356,1,7.50561797752809
ALL0289,422,62,8.793838862559241
ALN2046,356,1,7.525280898876405
ALP2955,356,1,8.52808988764045
ALS2596,356,1,8.0
ALS2669,356,1,7.089887640449438
ALS3440,689,1,10.143686502177069
ALT1354,356,1,7.578651685393258
AMA2808,889,1,9.382452193475816
AMB3100,935,118,9.02139037433155
AMB3208,356,1,6.02808988764045
AMD2728,356,1,6.536516853932584
AME0732,356,1,8.0
AME1361,356,1,7.0
AME1490,607,17,9.530477759472817
AMH1481,356,1,7.0
AMH3562,356,1,7.0
AMJ2374,637,1,8.918367346938776
AMJ3174,191,1,8.0
AMM0734,355,1,7.0
AMM3906,356,1,8.0
AMN0911,735,88,9.963265306122448
AMO0582,356,1,8.0
AMR0197,356,1,7.0
AMS0630,356,1,7.207865168539326
AMS0712,759,108,9.411067193675889
ANB0938,642,1,8.917445482866043
ANB2766,652,18,9.016871165644172
ANC1319,639,1,9.604068857589985
ANC1834,356,1,7.50561797752809
ANC1950,466,1,7.160944206008583
ANF3332,702,6,9.173789173789174
ANH2482,356,1,9.0
ANH3059,356,1,7.036516853932584
ANK0777,356,1,7.542134831460674
ANL3024,762,72,9.769028871391075
ANM0564,650,25,9.527692307692307
ANO2653,734,93,9.874659400544958
AOC0982,621,1,9.069243156199677
AOD2178,356,1,7.0
AOM1457,655,22,10.549618320610687
AOP1542,356,1,8.01123595505618
APA1788,812,87,9.554187192118226
APB1122,632,1,9.504746835443038
APB3823,494,1,8.0
APC3043,1374,886,10.841339155749637
APD0381,356,1,7.51685393258427
APH2985,356,1,8.0
APM0190,630,1,8.995238095238095
APP1054,950,657,11.256842105263157
APP1996,356,1,7.0
APP2488,422,63,9.568720379146919
APP3678,715,79,9.864335664335664
APS1968,375,1,8.018666666666666
APS3553,356,1,8.002808988764045
APS3701,356,1,8.00561797752809
ARB0208,477,105,9.067085953878406
ARB2515,356,1,7.519662921348314
ARB3934,356,1,7.5
ARC1223,356,1,8.0
ARC1725,672,29,10.147321428571429
ARC2809,642,11,9.179127725856699
ARC3034,653,23,9.597243491577336
ARF0575,356,1,7.536516853932584
ARG0441,632,1,9.014240506329115
ARG3554,356,1,8.0
ARH1610,356,1,7.0
ARH2097,676,42,10.211538461538462
ARH2262,356,1,7.0
ARJ0912,356,1,7.51685393258427
ARK3198,783,12,9.061302681992338
ARL2672,356,1,7.0
ARM0076,356,1,7.0
ARM0771,356,1,7.536516853932584
ARP1144,638,1,9.518808777429467
ARS3506,356,1,7.536516853932584
ARV0704,634,1,8.97160883280757
ARW0818,506,26,7.606719367588933
ARW1507,356,1,7.165730337078652
ARZ3464,724,24,10.060773480662984
ASC0177,736,81,9.798913043478262
ASD0993,356,1,7.502808988764045
ASD3348,356,1,7.0
ASF1136,356,1,8.0
ASG0072,628,1,9.022292993630574
ASH0142,356,1,7.542134831460674
ASH1710,356,1,7.561797752808989
ASK0599,356,1,7.547752808988764
ASK2349,355,1,8.067605633802817
ASM3771,356,1,8.0
ASM3925,356,1,7.0
ASP2895,356,1,8.196629213483146
ASS0120,380,24,7.860526315789474
ASS0280,642,1,9.61214953271028
ASS2760,356,1,7.0
ASW1918,752,55,9.690159574468085
ATB1273,635,1,9.532283464566929
ATC0218,356,1,6.525280898876405
ATC1587,356,1,7.02808988764045
ATD0146,405,49,8.034567901234569
ATF3708,86,1,8.0
ATF3951,356,1,7.567415730337078
ATH0225,793,58,9.032786885245901
ATH0720,356,1,6.525280898876405
ATM1003,356,1,7.51685393258427
ATM1615,806,42,9.6848635235732
ATP2680,333,1,8.684684684684685
ATR1677,462,76,7.8441558441558445
ATR2560,356,1,8.0
ATR3231,356,1,7.0
ATT0293,416,21,7.341346153846154
ATT1191,487,1,8.0
AUA0826,356,1,7.519662921348314
AUG2242,356,1,7.525280898876405
AUI2464,356,1,9.0
AUR1359,356,1,7.0
AVC2328,356,1,7.0
AVH0566,427,1,8.135831381733022
AVH2360,356,1,8.053370786516854
AVH3584,356,1,7.0
AVP3044,1399,917,10.72337383845604
AVS2317,656,14,8.986280487804878
AVT0526,344,1,8.0
AVV2056,356,1,7.536516853932584
AWB2282,636,1,9.029874213836479
AWH2466,242,1,9.0
AWM2286,648,17,9.530864197530864
AWV0836,198,1,7.55050505050505
AWW0254,318,1,7.518867924528302
AXL0479,301,1,7.0
AXW3243,773,1,9.014230271668822
AYA3962,356,1,7.019662921348314
AYD2775,915,8,9.565027322404372
AYL1635,356,1,7.522471910112359
AYP3586,635,1,9.149606299212598
AYS0110,356,1,8.002808988764045
AYS1628,681,53,9.649045521292217
AZA1012,627,1,9.068580542264753
AZB1225,356,1,8.0
AZG2343,588,28,10.154761904761905
AZK0622,635,1,9.165354330708661
BAA2451,356,1,7.0
BAB0518,356,1,7.536516853932584
BAB0541,748,101,10.359625668449198
BAB1619,773,110,9.839586028460543
BAB2968,356,1,8.0
BAC2914,271,1,7.5055350553505535
BAC3730,356,1,6.542134831460674
BAG2641,818,99,10.122249388753056
BAH1259,429,1,7.491841491841492
BAH3684,356,1,8.0
BAL2366,764,113,10.405759162303665
BAL3618,630,1,9.104761904761904
BAO2928,480,17,9.720833333333333
BAR3420,682,78,10.243401759530792
BAT3066,765,107,9.392156862745098
BAV0390,320,1,7.0
BAW0780,768,1,9.595052083333334
BAW1019,356,1,8.0
BBA1230,697,80,10.106169296987087
BBB3612,356,1,7.042134831460674
BBC3733,356,1,6.544943820224719
BBF2388,356,1,7.53932584269663
BBH1056,1430,944,11.144755244755245
BBH2509,629,1,8.890302066772655
BBH3587,484,112,8.613636363636363
BBH3779,356,1,8.0
BBM1701,356,1,7.0
BBM2604,624,1,9.493589743589743
BBM3688,356,1,8.0
BBP1093,356,1,8.0
BBT0062,418,14,9.246411483253588
BBT1948,413,1,6.743341404358354
BBV3875,356,1,7.0
BBW0594,676,12,9.696745562130177
BCB0294,356,1,7.185393258426966
BCB0521,441,63,8.555555555555555
BCB0909,634,1,9.563091482649842
BCB2072,630,1,10.034920634920635
BCB2676,356,1,7.047752808988764
BCC0456,356,1,8.0
BCC2536,234,32,10.094017094017094
BCG1029,356,1,8.0
BCH1138,356,1,8.0
BCH1656,356,1,6.0
BCH3651,356,1,7.0
BCL2082,356,1,7.542134831460674
BCM3794,488,1,8.026639344262295
BCO0877,356,1,8.0
BCO2338,356,1,7.0
BCS1604,719,42,9.382475660639777
BCS2912,632,1,9.48259493670886
BCW3480,356,1,7.0
BCZ1345,305,1,7.5442622950819676
BDA1906,69,1,9.0
BDB2163,751,1,9.532623169107856
BDH0472,356,1,9.0
BDJ3001,663,26,8.277526395173455
BDJ3326,626,1,9.091054313099042
BDK0854,356,1,8.0
BDL1065,356,1,8.0
BDM3662,628,1,9.503184713375797
BDP0031,762,101,9.673228346456693
BDP3912,356,1,7.0
BDR0510,957,94,9.954022988505747
BDU0497,356,1,8.0
BDV2474,632,1,11.004746835443038
BDW1459,356,1,8.51123595505618
BEA0311,356,1,8.0
BEB1022,356,1,7.525280898876405
BEG3521,745,96,9.163758389261744
BEH0103,884,37,10.5079185520362
BEH2307,657,18,9.624048706240487
BEH2967,621,1,9.893719806763285
BEW1426,356,1,8.002808988764045
BFD1111,356,1,7.553370786516854
BFR3250,758,107,9.591029023746701
BGA0892,355,1,8.0
BGA2301,637,1,9.540031397174255
BGB3045,1448,931,10.143646408839778
BGH2610,238,1,7.504201680672269
BGH2861,356,1,7.491573033707865
BGK0603,356,1,7.52808988764045
BGM1226,386,31,8.411917098445596
BGM2545,635,1,9.511811023622048
BGN3820,637,1,9.952904238618524
BGR1991,356,1,7.0
BGS0751,356,1,7.03932584269663
BGW1739,368,13,8.130434782608695
BHB2598,142,1,8.0
BHC0492,356,1,8.0
BHC2049,356,1,7.52808988764045
BHC2344,356,1,8.0
BHD0598,635,1,9.521259842519685
BHD2088,726,36,10.139118457300276
BHE1709,765,102,10.572549019607843
BHG0258,273,1,8.0
BHG3238,356,1,7.0
BHK2196,356,1,7.0
BHM0430,356,1,7.525280898876405
BHN2290,356,1,7.550561797752809
BHS1917,356,1,9.0
BHW2476,356,1,9.0
BIG3946,350,1,7.571428571428571
BIT2790,635,1,9.56220472440945
BJA1137,356,1,8.0
BJC0366,637,1,9.145996860282574
BJC3423,630,1,9.893650793650794
BJE0351,500,1,9.076
BJF0511,354,1,7.988700564971752
BJG0662,356,1,7.556179775280899
BJH3294,356,1,8.0
BJH3402,356,1,8.51685393258427
BJM2491,356,1,8.0
BJM3236,220,1,7.0
BJP0186,356,1,7.53932584269663
BJR0774,356,1,7.558988764044944
BJR0940,356,1,7.0
BJS0053,356,1,8.0
BJS0744,221,1,7.0
BJV2631,654,24,9.591743119266056
BJW2134,356,1,7.01123595505618
BJW3558,356,1,7.0
BKA0175,356,1,7.542134831460674
BKB0853,639,1,9.924882629107982
BKC2698,648,15,10.074074074074074
BKC3473,356,1,7.536516853932584
BKF0427,634,1,9.102523659305994
BKF1545,947,72,10.090813093980993
BKF2204,657,24,8.691019786910198
BKM1155,625,1,10.176
BKM2643,355,1,7.554929577464788
BKM3410,356,1,8.514044943820224
BKM3611,708,69,9.322033898305085
BKR3146,356,1,7.561797752808989
BKR3302,226,1,7.5265486725663715
BKS1860,356,1,7.0
BKS2069,356,1,8.0
BKW1032,356,1,8.0
BLB1876,812,95,9.263546798029557
BLD2227,655,14,9.719083969465649
BLH3602,355,1,8.0
BLL3585,653,16,9.30781010719755
BLL3910,396,1,7.0
BLN0230,535,39,8.373831775700934
BLS1973,654,21,10.318042813455657
BLS3327,356,1,7.0
BLY1039,356,1,8.0
BMA1411,356,1,7.0
BMB0007,356,1,8.0
BMC3061,630,1,9.088888888888889
BMC3636,1105,97,9.447963800904978
BMF2337,356,1,7.0
BMH0457,74,1,8.0
BMH1069,419,20,8.429594272076372
BMM0462,1685,910,10.992284866468843
BMM3328,635,1,9.096062992125985
BMN0178,118,3,9.991525423728813
BMN3207,514,1,6.943579766536965
BMR1662,356,1,6.0
BMS0925,725,28,9.641379310344828
BMV1886,356,1,7.036516853932584
BNB3370,356,1,7.525280898876405
BNC1497,356,1,7.0
BNC3178,356,1,8.036516853932584
BNF1110,812,22,9.689655172413794
BNH2692,735,99,8.945578231292517
BNH3516,674,37,9.635014836795252
BNK0087,356,1,7.52808988764045
BNL1652,356,1,6.219101123595506
BNR2527,356,1,7.542134831460674
BNR3128,23,1,6.0
BNS2384,356,1,8.0
BNS3233,380,25,7.373684210526315
BNS3594,356,1,8.014044943820224
BNT0663,356,1,7.556179775280899
BNW3985,761,107,10.248357424441524
BOH1751,356,1,7.502808988764045
BOJ2179,356,1,7.0
BON0968,356,1,7.207865168539326
BOR2387,570,75,9.628070175438596
BOV1609,416,1,7.0
BPD2437,1718,1147,10.651338766006985
BPL3202,389,26,6.439588688946015
BPM3694,705,19,10.329078014184397
BPN3051,1414,934,10.475247524752476
BPR1678,190,1,8.873684210526315
BQK2024,751,104,9.515312916111851
BQV1308,638,1,9.521943573667711
BQW1904,356,1,9.0
BRB2143,356,1,7.0
BRC1811,710,1,10.095774647887325
BRC3949,356,1,7.544943820224719
BRD3314,356,1,7.544943820224719
BRG3113,355,1,7.0
BRG3267,433,1,8.711316397228638
BRH1107,356,1,7.0
BRH2866,74,1,7.418918918918919
BRJ2151,390,35,7.338461538461538
BRM0143,356,1,7.53932584269663
BRM0843,356,1,8.525280898876405
BRN3289,356,1,8.0
BRR2899,356,1,8.137640449438202
BRS0333,356,1,8.0
BRW0963,631,1,10.110935023771791
BRW3552,656,28,10.150914634146341
BSB3083,637,1,9.960753532182103
BSM2288,356,1,7.52808988764045
BSM2844,356,1,7.536516853932584
BSS2956,625,1,10.5424
BSS3551,356,1,8.0
BSV1499,644,1,9.201863354037267
BTB0489,356,1,8.0
BTG3468,356,1,8.01685393258427
BTR2026,356,1,7.0
BTV0644,356,1,7.502808988764045
BUS1727,766,108,10.391644908616188
BUS2399,728,91,8.93956043956044
BUW2717,356,1,7.0
BVB1673,34,3,6.264705882352941
BVC0009,686,1,10.581632653061224
BVD3974,356,1,7.0
BVK1096,128,1,7.0
BWA2593,640,1,10.1515625
BWC2534,727,101,10.037138927097661
BWG3220,356,1,7.0
BWJ0136,443,1,9.0
BWK0172,356,1,7.0
BWM2339,696,57,9.16235632183908
BWW1159,642,1,10.190031152647975
BXG1340,717,77,9.765690376569038
BXG3763,356,1,7.485955056179775
BXK2091,630,1,10.015873015873016
BXN0660,356,1,7.522471910112359
BXR3536,356,1,7.0
BXT2678,677,42,9.316100443131463
BXW1804,176,1,8.926136363636363
BYC3970,356,1,7.132022471910112
BYF3784,715,77,10.31888111888112
BYL2133,356,1,7.0
BYS3626,693,1,9.131313131313131
BZB3532,431,1,7.0
BZC3956,432,1,9.541666666666666
BZH1158,621,1,10.091787439613526
BZS1344,356,1,7.51123595505618
CAB3121,356,1,6.0
CAC0147,356,1,7.52808988764045
CAC1777,1397,918,10.851825340014317
CAC3741,356,1,7.547752808988764
CAF1331,356,1,7.544943820224719
CAF3929,640,1,9.5609375
CAG0502,356,1,7.0
CAG0888,747,68,10.092369477911646
CAG1644,356,1,6.089887640449438
CAG2236,490,1,9.56938775510204
CAG2442,1763,970,10.832104367555303
CAG3049,1455,949,10.637113402061855
CAG3622,356,1,7.0
CAH1839,425,6,8.414117647058823
CAM0679,637,1,9.047095761381476
CAM1323,679,1,9.637702503681885
CAM2468,356,1,9.0
CAM3050,1744,948,11.002293577981652
CAO3117,356,1,7.098314606741573
CAP1971,356,1,8.0
CAP2149,356,1,7.0
CAP2283,629,1,9.572337042925279
CAR0928,639,1,8.90923317683881
CAR0992,709,59,9.166431593794076
CAR2244,483,50,7.734989648033126
CAR2748,356,1,7.089887640449438
CAR2900,356,1,8.179775280898877
CAS0391,356,1,7.008426966292135
CAS1017,356,1,7.0
CAS1702,356,1,7.0
CAS3022,356,1,7.550561797752809
CAV1868,631,1,9.019017432646592
CBA1023,496,26,6.25
CBB2904,643,16,9.600311041990668
CBB3018,356,1,7.0
CBC0952,631,1,10.160063391442156
CBC3175,634,1,9.993690851735016
CBD0802,737,100,10.864314789687924
CBD3251,356,1,8.0
CBG1074,641,11,10.187207488299531
CBG1142,381,25,7.805774278215223
CBG2875,757,108,10.42668428005284
CBH0413,332,1,8.039156626506024
CBJ0683,256,1,7.0
CBJ2083,356,1,7.522471910112359
CBJ3719,356,1,6.525280898876405
CBL3631,750,104,9.568
CBM0060,356,1,7.0
CBM0410,682,14,10.27565982404692
CBM1814,356,1,8.03370786516854
CBM2858,710,68,9.72394366197183
CBR0121,666,28,9.662162162162161
CBR2229,356,1,7.561797752808989
CBS0951,223,1,8.511210762331839
CBW2427,1421,928,10.596059113300493
CCB0547,642,1,10.037383177570094
CCB3055,1786,965,10.816349384098544
CCB3173,356,1,8.019662921348315
CCB3943,356,1,7.544943820224719
CCC0491,633,1,9.932069510268562
CCD3168,191,1,8.0
CCE0745,356,1,7.089887640449438
CCF2298,356,1,7.51123595505618
CCF3529,755,105,9.378807947019867
CCG1025,657,20,10.593607305936073
CCG3254,356,1,8.0
CCH1508,356,1,7.098314606741573
CCH1724,356,1,7.533707865168539
CCH3489,356,1,7.553370786516854
CCL1770,1534,1014,10.683181225554106
CCL3272,356,1,8.0
CCM2207,356,1,6.51685393258427
CCM3075,639,1,9.899843505477309
CCN2726,644,12,8.600931677018634
CCS3575,356,1,7.0
CCT0020,356,1,7.019662921348314
CCT2165,955,72,9.690052356020942
CCW2381,678,1,9.722713864306785
CCW3901,730,89,10.294520547945206
CDA2295,330,1,7.533333333333333
CDB2017,832,10,9.298076923076923
CDB2947,381,26,9.05511811023622
CDB3222,356,1,7.0
CDC3413,605,91,8.669421487603305
CDD0127,647,1,9.982998454404946
CDE1846,365,10,8.323287671232876
CDL0867,356,1,8.0
CDL2145,356,1,7.0
CDM0538,708,65,10.337570621468927
CDM1097,72,1,7.0
CDM2075,356,1,7.525280898876405
CDP0340,356,1,8.008426966292134
CDP2892,356,1,8.0
CDS1579,480,106,8.925
CDS2792,356,1,7.508426966292135
CDS3824,355,1,8.0
CDW0886,147,1,8.0
CDW0986,356,1,7.101123595505618
CDW2000,629,1,9.12241653418124
CDY3409,356,1,8.55056179775281
CEB3714,356,1,6.530898876404494
CEC1352,433,59,8.110854503464203
CED2356,252,1,8.0
CEM1852,356,1,8.0
CER0228,925,113,10.623783783783784
CET3786,659,17,10.312594840667678
CFL0156,818,31,9.622249388753056
CFP3418,636,1,9.910377358490566
CFR1166,168,1,7.541666666666667
CFR1523,356,1,7.047752808988764
CFS1611,638,1,9.16771159874608
CGB2215,356,1,6.522471910112359
CGB3928,356,1,7.50561797752809
CGC1132,356,1,8.0
CGG2688,356,1,6.553370786516854
CGG3388,566,1,8.743816254416961
CGM0035,637,1,10.015698587127158
CGM2036,628,1,10.052547770700636
CGM3124,41,1,8.024390243902438
CGT3148,356,1,7.53932584269663
CGW0692,907,16,9.020948180815877
CGW3093,356,1,6.556179775280899
CHA3190,759,30,9.076416337285902
CHB0996,356,1,8.0
CHB1062,1466,955,10.326739427012278
CHB3396,356,1,8.51123595505618
CHB3647,356,1,7.0
CHC0252,1029,68,9.778425655976676
CHF1005,407,27,8.068796068796068
CHH2272,634,1,9.011041009463723
CHH3583,356,1,7.050561797752809
CHL2644,356,1,7.53932584269663
CHL3430,356,1,8.0
CHM1561,471,1,7.535031847133758
CHM2081,356,1,7.519662921348314
CHS2323,723,20,9.27109266943292
CHU3211,479,47,6.379958246346555
CHV0509,356,1,7.0
CHW2893,356,1,8.01123595505618
CHY0083,356,1,7.0
CID3640,665,30,9.233082706766917
CID3774,356,1,8.008426966292134
CIG1277,356,1,7.536516853932584
CIG2684,356,1,6.536516853932584
CIG3191,390,35,7.084615384615384
CIG3459,356,1,8.0
CIH0995,738,104,9.753387533875339
CIJ3941,356,1,7.550561797752809
CIR1367,535,103,8.794392523364486
CIS3471,356,1,7.514044943820225
CIS3505,356,1,8.042134831460674
CIT0310,356,1,8.0
CIV0935,356,1,7.0
CIY1654,678,51,8.41740412979351
CJB3470,356,1,8.0
CJC1433,781,98,10.306017925736235
CJC2371,356,1,8.019662921348315
CJF1934,132,5,9.469696969696969
CJG3002,356,1,7.519662921348314
CJH0382,356,1,7.550561797752809
CJH2330,474,1,7.356540084388186
CJH2411,83,1,9.024096385542169
CJH2921,356,1,7.525280898876405
CJH3136,777,1,9.571428571428571
CJH3630,356,1,7.0
CJJ1491,356,1,7.0
CJM0273,548,39,7.425182481751825
CJM0584,45,1,8.0
CJM2961,356,1,8.547752808988765
CJM3315,805,18,9.719254658385093
CJM3543,920,118,10.402173913043478
CJS1932,356,1,7.0
CJS1986,356,1,9.0
CJT1106,356,1,7.0
CJW0376,638,1,9.504702194357368
CJW2087,356,1,7.556179775280899
CJY2951,356,1,8.51685393258427
CKB0169,356,1,7.564606741573034
CKB0596,803,88,10.031133250311333
CKB3645,669,22,9.150971599402093
CKB3745,629,1,9.53577106518283
CKC3072,356,1,8.0
CKC3767,356,1,7.547752808988764
CKD3861,94,1,7.48936170212766
CKG1972,356,1,8.061797752808989
CKG3838,356,1,7.0
CKH0705,383,28,7.057441253263708
CKH0799,355,1,8.0
CKH2230,356,1,7.508426966292135
CKH2797,355,1,7.0
CKL0697,652,17,8.92638036809816
CKL3556,379,24,7.029023746701847
CKM0405,356,1,7.0
CKM0508,104,1,7.0
CKP0265,356,1,8.0
CKP0659,501,1,9.493013972055888
CKP3600,399,1,9.984962406015038
CKR2586,235,1,10.272340425531915
CLA1285,356,1,7.5
CLC1272,356,1,7.544943820224719
CLD1641,356,1,7.52808988764045
CLE3098,356,1,6.522471910112359
CLG3616,356,1,7.033707865168539
CLH0733,356,1,8.084269662921349
CLM1874,356,1,7.0
CLM2776,726,27,9.619834710743802
CLR1239,232,47,8.706896551724139
CLR2407,491,78,8.932790224032587
CLS3806,356,1,8.0
CMA1475,356,1,7.0
CMA2616,356,1,9.0
CMB2034,356,1,8.0
CMB3499,356,1,8.002808988764045
CMC1642,628,1,9.495222929936306
CMD0613,497,17,7.6579476861167
CMH0776,308,1,7.545454545454546
CMH2342,767,89,9.374185136897001
CMH3077,356,1,8.0
CMM0764,938,92,10.801705756929637
CMM1068,710,73,10.347887323943661
CMM3674,356,1,7.525280898876405
CMM3702,637,1,10.152276295133438
CMM3753,758,112,9.952506596306069
CMO2396,654,1,9.077981651376147
CMP2946,597,33,10.691792294807371
CMR1470,766,115,9.569190600522193
CMS0010,356,1,7.51123595505618
CMS1900,363,8,7.079889807162535
CMS2897,491,71,8.95723014256619
CMT0267,356,1,8.51123595505618
CMW0437,754,101,9.893899204244033
CNB1131,430,56,8.572093023255814
CNC1177,356,1,7.025280898876405
CND3037,1713,933,10.903093987157034
CNE2161,356,1,7.52808988764045
CNF0212,356,1,7.205056179775281
